array,coverage_percent,n_compared,similarity_percent,relative_error,rmse,mae,max_abs_error,cosine_similarity,psnr_db
__packed_matrix__,100.0,65536,0.0,1.1820421635883112,33.390593619651014,23.790350350681152,99.79921397,0.3568912162068281,9.525714149866468
bell_shape_matrix_256,100.0,65536,0.0,1.1820421635883112,33.390593619651014,23.790350350681152,99.79921397,0.3568912162068281,9.525714149866468
